2018-05-07 11:37:12,038 [main] INFO  utils.VerifiableProperties - Verifying properties
2018-05-08 16:16:02,740 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:02,743 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:02,937 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:02,940 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:04,431 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:04,434 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:04,928 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:04,931 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:05,739 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:05,747 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:07,011 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:07,013 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:07,540 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:07,544 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:08,894 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:08,897 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:09,241 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:09,245 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:10,602 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:10,605 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:11,115 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:11,118 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:12,356 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:12,359 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:12,639 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:12,643 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:13,831 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:13,834 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:14,019 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:14,023 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:15,856 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:15,859 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:15,944 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:15,948 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:17,443 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:17,448 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:17,637 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:17,643 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:18,877 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:18,883 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:18,943 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:18,946 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:20,866 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:20,870 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:20,954 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:20,957 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:22,092 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:22,095 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:22,358 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:22,361 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:24,058 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:24,061 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:24,104 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:24,108 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:25,857 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:25,860 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:25,986 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:25,989 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:27,411 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:27,415 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:28,052 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:28,055 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:28,712 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:28,716 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:29,165 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:29,170 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:30,222 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:30,225 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:31,034 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:31,037 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:32,225 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:32,229 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2018-05-08 16:16:32,700 [main-SendThread(192.168.10.210:2181)] INFO  zookeeper.ClientCnxn - Opening socket connection to server 192.168.10.210/192.168.10.210:2181. Will not attempt to authenticate using SASL (unknown error)
2018-05-08 16:16:32,703 [main-SendThread(192.168.10.210:2181)] WARN  zookeeper.ClientCnxn - Session 0x1633eda07910001 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
